prix_terasse,geoloc,address,name,date,zipcode,geometry,recordid,prix_salle,prix_comptoir,city,country
-,"[48.845337, 2.379024]","54, avenue Daumesnil",L'empreinte,2012-03-07,75012,"{'coordinates': [2.379024, 48.845337], 'type': 'Point'}",b96ddd35cbbf5d93aaff79487afdf083b5ff0817,-,1,Paris,France
-,"[48.857312, 2.379055]","93, rue de la Roquette",L'horizon,2012-03-07,75011,"{'coordinates': [2.379055, 48.857312], 'type': 'Point'}",84c6b7335e7f82ac942c4f398723ec99076f148d,-,1,Paris,France
-,"[48.835878, 2.395723]",34 bis rue de Wattignies,Au pays de Vannes,2012-06-27,75012,"{'coordinates': [2.395723, 48.835878], 'type': 'Point'}",a17869dbb9d0d5b1e5ed7bb288053900b04ee944,-,1,Paris,France
-,"[48.85413, 2.323539]",36 rue de Varenne,Café Varenne,2012-06-27,75007,"{'coordinates': [2.323539, 48.85413], 'type': 'Point'}",a26ec0d5fca47b8de77d862ad8a99b75bb520a09,-,1,Paris,France
-,"[48.855161, 2.360218]",125 Rue Saint-Antoine,l'Eléphant du nil,2012-06-27,75004,"{'coordinates': [2.360218, 48.855161], 'type': 'Point'}",7b7ceefd1f9ed85041265c9577e0dc8bee01d45a,-,1,Paris,France
-,"[48.8357, 2.292961]",354 bis rue Vaugirard,Le Comptoir,2012-06-27,75015,"{'coordinates': [2.292961, 48.8357], 'type': 'Point'}",59d8fa304e535f4eb41f9746028034c9b30cbde4,-,1,Paris,France
-,"[48.835451, 2.292515]",358 rue de Vaugirard,Le Parc Vaugirard,2012-06-27,75015,"{'coordinates': [2.292515, 48.835451], 'type': 'Point'}",19f655206a8446959c8e796c2b3cb9001890f985,-,1,Paris,France
-,"[48.834972, 2.327007]",58 rue Daguerre,le Zango,2012-06-27,75014,"{'coordinates': [2.327007, 48.834972], 'type': 'Point'}",e1b54109015316a822747f788128f997a3478050,-,1,Paris,France
-,"[48.848887, 2.399972]",3 rue de Lagny,Melting Pot,2012-06-27,75020,"{'coordinates': [2.399972, 48.848887], 'type': 'Point'}",fd0de2cbf73e0a728cd73e4e2a9a4a9c646f76f2,-,1,Paris,France
-,"[48.892366, 2.317359]",174 avenue de Clichy,Pari's Café,2012-06-27,75017,"{'coordinates': [2.317359, 48.892366], 'type': 'Point'}",831446ae203f89de26d3300e625c20717e82d40a,-,1,Paris,France
